Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
"1812 Martin Luther King, Jr Blvd","1812 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,4,8,07/14/2025 11:59:00 PM,"(29.9405841582477, -90.078393975729)",3678290.36,526061.67
3725 Frenchmen St,3725 Frenchmen St,Short Term Rental Commercial Owner,4,8,07/17/2025 11:59:00 PM,"(29.9964519309057, -90.0602536094648)",3683809.72,546440.65
2510 Jena St Apt B,2510 Jena St Apt B,Short Term Rental Commercial Owner,2,4,03/11/2025 11:59:00 PM,"(29.9354472367023, -90.1044427448879)",3670060.7,524104.28
4717 Freret St,4717 Freret St,Short Term Rental Commercial Owner,3,6,03/11/2025 11:59:00 PM,"(29.9350564932812, -90.1069598398182)",3669265.01,523953.65
201 S Villere St,201 S Villere St,Short Term Rental Commercial Owner,2,4,03/10/2025 11:59:00 PM,"(29.9569857796126, -90.0771128077867)",3678630.72,532030.35
618 N Pierce St Apt 2A,618 N Pierce St Apt 2A,Short Term Rental Commercial Owner,1,2,08/02/2025 11:59:00 PM,"(29.9778812735352, -90.0954941804717)",3672728.18,539565.41
1002 N Broad St,1002 N Broad St,Short Term Rental Commercial Owner,3,6,11/26/2025 11:59:00 PM,"(29.9730275248524, -90.0805496425567)",3677478.67,537851.82
3308 Carondelet St Apt A,3308 Carondelet St Apt A,Short Term Rental Commercial Owner,2,4,03/10/2025 11:59:00 PM,"(29.9294720136756, -90.0909597514847)",3674354.57,521977.52
2110 Burgundy St Apt 4,2110 Burgundy St Apt 4,Short Term Rental Commercial Owner,2,4,11/24/2025 11:59:00 PM,"(29.9662680370133, -90.0575760994082)",3684779.42,535474.07
625 S Dupre St,625 S Dupre St,Short Term Rental Commercial Owner,3,6,11/20/2025 11:59:00 PM,"(29.9626494019837, -90.093987718484)",3673265.01,534031.67
727 Jackson Ave,727 Jackson Ave,Short Term Rental Commercial Owner,5,10,03/14/2025 11:59:00 PM,"(29.9270057705406, -90.0742633503392)",3679652.79,521138.43
630 S Miro St,630 S Miro St,Short Term Rental Commercial Owner,5,10,08/04/2025 11:59:00 PM,"(29.9579209906991, -90.0872466351389)",3675418.15,532335.39
2130 Laurel St,2130 Laurel St,Short Term Rental Commercial Owner,2,4,03/11/2025 11:59:00 PM,"(29.9281209496619, -90.0749614416878)",3679427.22,521541.52
TERRAVET REAL ESTATE FUND III LP,1805/1809 MAGAZINE ST,4702 - ROOMING & BOARDING HOUSES,,,,,,
838 Camp St Apt B,838 Camp St Apt B,Short Term Rental Commercial Owner,1,2,08/04/2025 11:59:00 PM,"(29.944734565066, -90.0705072923416)",3680771.45,527598.35
2132 Laurel St,2132 Laurel St,Short Term Rental Commercial Owner,2,4,03/11/2025 11:59:00 PM,"(29.9281086894958, -90.075002197266)",3679414.36,521536.92
"1734 Martin Luther King, Jr Blvd","1734 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3,6,03/12/2025 11:59:00 PM,"(29.9401782882776, -90.0776707941692)",3678521.01,525916.59
711 S Peters St Apt 308,711 S Peters St Apt 308,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9458108331871, -90.0661112358634)",3682159.3,528005.09
8708 Oak St,8708 Oak St,Short Term Rental Commercial Owner,3,6,08/05/2025 11:59:00 PM,"(29.9515004071934, -90.1351108957232)",3660286.47,529838.96
1233 Saint Ferdinand St,1233 Saint Ferdinand St,Short Term Rental Commercial Owner,,,03/13/2025 11:59:00 PM,"(29.9701634122809, -90.0476469665678)",3687907.28,536925.71
2409 Gravier St,2409 Gravier St,Short Term Rental Commercial Owner,5,10,03/14/2025 11:59:00 PM,"(29.9591978645962, -90.0880686045306)",3675152.83,532796.88
422 Ninth St,422 Ninth St,Short Term Rental Commercial Owner,2,4,05/13/2025 11:59:00 PM,"(29.9196223803857, -90.0830760517126)",3676890.71,518423
1128 Elysian Fields Ave,1128 Elysian Fields Ave,Short Term Rental Commercial Owner,2,4,04/29/2025 11:59:00 PM,"(29.9691672986537, -90.0572042914604)",3684885.4,536529.66
124 N Norman C Francis Pkwy,124 N Norman C Francis Pkwy,Short Term Rental Commercial Owner,4,8,05/22/2025 11:59:00 PM,"(29.9704812389551, -90.0931283454161)",3673506.29,536882.57
839 Jackson Ave Apt B,839 Jackson Ave Apt B,Short Term Rental Commercial Owner,2,4,03/10/2025 11:59:00 PM,"(29.9280320520538, -90.0751119904984)",3679379.89,521508.67
524 Iberville St Apt A,524 Iberville St Apt A,Short Term Rental Commercial Owner,1,2,03/13/2025 11:59:00 PM,"(29.9531354131207, -90.0670409158205)",3681835.45,530665.32
"1717 Robert C Blakes, SR Dr","1717 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,,,03/08/2025 11:59:00 PM,"(29.9380769405959, -90.0781934298366)",3678363.86,525150.65
2435 Gravier St,2435 Gravier St,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9594218676274, -90.0886080616102)",3674981.13,532876.48
2920 Baudin St,2920 Baudin St,Short Term Rental Commercial Owner,3,6,03/10/2025 11:59:00 PM,"(29.9638771973904, -90.093366866692)",3673456.76,534480.27
839 Jackson Ave Apt A,839 Jackson Ave Apt A,Short Term Rental Commercial Owner,2,4,03/10/2025 11:59:00 PM,"(29.9280167627574, -90.0751408186039)",3679370.82,521503.01
1309 Carondelet St,1309 Carondelet St,Short Term Rental Commercial Owner,5,10,08/06/2025 11:59:00 PM,"(29.9410854071167, -90.0760011223944)",3679046.18,526252.25
334 Carondelet St Unit 306,334 Carondelet St Unit 306,Short Term Rental Commercial Owner,1,2,03/12/2025 11:59:00 PM,"(29.9509297985322, -90.0712477572002)",3680512.14,529848.58
837 Jackson Ave Apt B,837 Jackson Ave Apt B,Short Term Rental Commercial Owner,2,4,03/10/2025 11:59:00 PM,"(29.9279477789817, -90.0750445111828)",3679401.6,521478.26
619 S Miro St,619 S Miro St,Short Term Rental Commercial Owner,3,6,03/11/2025 11:59:00 PM,"(29.958237390444, -90.0873061300043)",3675398.06,532450.24
8710 Oak St,8710 Oak St,Short Term Rental Commercial Owner,5,10,08/05/2025 11:59:00 PM,"(29.9515341264734, -90.1351566905633)",3660271.84,529851.07
1022 Race St Apt 1,1022 Race St Apt 1,Short Term Rental Commercial Owner,1,2,08/06/2025 11:59:00 PM,"(29.9341690526557, -90.0719570594255)",3680354.62,523751.29
1201 Columbus St Apt 2,1201 Columbus St Apt 2,Short Term Rental Commercial Owner,1,2,07/16/2025 11:59:00 PM,"(29.9681067857762, -90.06339263925)",3682930.38,536122.25
624 Frenchmen St,624 Frenchmen St,Short Term Rental Commercial Owner,1,2,08/07/2025 11:59:00 PM,"(29.9640758658498, -90.0578840503973)",3684690.79,534675.83
339 Carondelet St Apt 3E,339 Carondelet St Apt 3E,Short Term Rental Commercial Owner,1,2,08/06/2025 11:59:00 PM,"(29.9510989674852, -90.0717025631216)",3680367.44,529908.51
1240 Carondelet St,1240 Carondelet St,Short Term Rental Commercial Owner,5,10,08/04/2025 11:59:00 PM,"(29.9412147340511, -90.0755776102444)",3679179.79,526300.75
334 Carondelet St Unit 311,334 Carondelet St Unit 311,Short Term Rental Commercial Owner,1,2,08/05/2025 11:59:00 PM,"(29.9507989136182, -90.0712894544839)",3680499.46,529800.84
806 N Broad St Apt B,806 N Broad St Apt B,Short Term Rental Commercial Owner,1,2,04/27/2025 11:59:00 PM,"(29.9713604940972, -90.0819700538249)",3677035.59,537240.71
1325 Carondelet St,1325 Carondelet St,Short Term Rental Commercial Owner,5,10,08/06/2025 11:59:00 PM,"(29.9408212015752, -90.0762011984924)",3678983.87,526155.48
1811 Elysian Fields Ave,1811 Elysian Fields Ave,Short Term Rental Commercial Owner,3,6,08/08/2025 11:59:00 PM,"(29.9759640527598, -90.0569331007671)",3684943.73,539002.17
1912 Josephine St,1912 Josephine St,Short Term Rental Commercial Owner,3,6,05/01/2025 11:59:00 PM,"(29.9378363103932, -90.0824460187615)",3677017.98,525048.42
1914 Josephine St,1914 Josephine St,Short Term Rental Commercial Owner,3,6,05/01/2025 11:59:00 PM,"(29.9378656558607, -90.0824723630531)",3677009.52,525059
1223 Baronne St,1223 Baronne St,Short Term Rental Commercial Owner,5,10,10/13/2025 11:59:00 PM,"(29.9423407027044, -90.076752762015)",3678803.13,526706.11
1372 Laharpe St,1372 Laharpe St,Short Term Rental Commercial Owner,3,6,04/29/2025 11:59:00 PM,"(29.9705294422154, -90.0646667344102)",3682517.23,536998.75
736 S Lopez St,736 S Lopez St,Short Term Rental Commercial Owner,3,6,05/01/2025 11:59:00 PM,"(29.9624595529874, -90.0973161717422)",3672211.86,533951.25
4122 Magazine St,4122 Magazine St,Short Term Rental Commercial Owner,4,8,05/09/2025 11:59:00 PM,"(29.920909785241, -90.0986011985983)",3671967.79,518837.82
2439 Gravier St,2439 Gravier St,Short Term Rental Commercial Owner,3,6,05/07/2025 11:59:00 PM,"(29.9594664908736, -90.088694322252)",3674953.64,532892.41
651 S Tonti St,651 S Tonti St,Short Term Rental Commercial Owner,5,10,05/07/2025 11:59:00 PM,"(29.9582225907627, -90.088671341688)",3674965.83,532440.16
1201 Columbus St Apt 5,1201 Columbus St Apt 5,Short Term Rental Commercial Owner,2,4,07/16/2025 11:59:00 PM,"(29.9681441619023, -90.063338880863)",3682947.25,536136.03
524 S D'orgenois St,524 S D'orgenois St,Short Term Rental Commercial Owner,4,8,04/30/2025 11:59:00 PM,"(29.9604908214816, -90.0893705947233)",3674735.46,533262.57
604 S Genois St,604 S Genois St,Short Term Rental Commercial Owner,2,4,07/28/2025 11:59:00 PM,"(29.9668651637075, -90.0998628905626)",3671388.24,535544.61
1201 Columbus St Apt 3,1201 Columbus St Apt 3,Short Term Rental Commercial Owner,1,2,07/16/2025 11:59:00 PM,"(29.9681200853784, -90.0633744669423)",3682936.08,536127.15
628 S Tonti St,628 S Tonti St,Short Term Rental Commercial Owner,5,10,05/01/2025 11:59:00 PM,"(29.9583508235839, -90.0881569286447)",3675128.21,532488.56
838 Camp St Apt C,838 Camp St Apt C,Short Term Rental Commercial Owner,4,8,08/03/2025 11:59:00 PM,"(29.9447266960576, -90.0704810884379)",3680779.78,527595.58
2054 Royal St,2054 Royal St,Short Term Rental Commercial Owner,2,4,05/02/2025 11:59:00 PM,"(29.9644227076392, -90.0581208480114)",3684614.41,534801.12
626 S Lopez St,626 S Lopez St,Short Term Rental Commercial Owner,3,6,08/02/2025 11:59:00 PM,"(29.963617361838, -90.096351409698)",3672512.79,534375.57
724 S Lopez St,724 S Lopez St,Short Term Rental Commercial Owner,3,6,07/22/2025 11:59:00 PM,"(29.9626418798905, -90.0971525269372)",3672262.96,534018.11
1313 Carondelet St,1313 Carondelet St,Short Term Rental Commercial Owner,5,10,08/06/2025 11:59:00 PM,"(29.9410251805425, -90.0760498761534)",3679030.98,526230.18
616 S Lopez Street,616 S Lopez Street,Short Term Rental Commercial Owner,3,6,07/21/2025 11:59:00 PM,"(29.9637877963156, -90.0962128906487)",3672555.98,534438.02
4848 Tchoupitoulas St,4848 Tchoupitoulas St,Short Term Rental Commercial Owner,4,8,05/23/2025 11:59:00 PM,"(29.9165454061545, -90.1070949623833)",3669294.25,517221.88
3004 Canal St Apt 103,3004 Canal St Apt 103,Short Term Rental Commercial Owner,2,4,10/10/2025 11:59:00 PM,"(29.9675461243684, -90.0909007980934)",3674223.12,535822.89
1521 N Broad St,1521 N Broad St,Short Term Rental Commercial Owner,3,6,05/22/2025 11:59:00 PM,"(29.9782573108758, -90.0766008938946)",3678707.98,539767.26
2021 N Claiborne Ave,2021 N Claiborne Ave,Short Term Rental Commercial Owner,5,10,04/29/2025 11:59:00 PM,"(29.9735876149753, -90.0590837155388)",3684272.48,538130.43
3306 Saint Claude Ave,3306 Saint Claude Ave,Short Term Rental Commercial Owner,4,8,04/30/2025 11:59:00 PM,"(29.9668287649296, -90.0413849745307)",3689903.54,535735.41
2052 Royal St,2052 Royal St,Short Term Rental Commercial Owner,2,4,05/02/2025 11:59:00 PM,"(29.9644165808961, -90.0581668481202)",3684599.87,534798.73
RB OLD ARABI LLC,4200 ST. CLAUDE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
503 S Dupre St,503 S Dupre St,Short Term Rental Commercial Owner,1,2,03/21/2025 11:59:00 PM,"(29.9635611666259, -90.092998939587)",3673574.5,534366.61
935 Julia St,935 Julia St,Short Term Rental Commercial Owner,4,8,07/25/2025 11:59:00 PM,"(29.9467973430277, -90.0750169741554)",3679335.05,528332.74
3008 Canal St,3008 Canal St,Short Term Rental Commercial Owner,5,10,06/28/2025 11:59:00 PM,"(29.9676620271607, -90.090923137478)",3674215.59,535864.96
1476 N Claiborne Ave,1476 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,03/18/2025 11:59:00 PM,"(29.9706886885711, -90.0670246805733)",3681770.05,537048.4
1628 Thalia St,1628 Thalia St,Short Term Rental Commercial Owner,5,10,10/15/2025 11:59:00 PM,"(29.9401230565368, -90.0758412247476)",3679100.66,525902.86
628 Orange St,628 Orange St,Short Term Rental Commercial Owner,3,6,04/06/2025 11:59:00 PM,"(29.9322117072216, -90.067616187483)",3681737.33,523054.69
640 S Rocheblave St,640 S Rocheblave St,Short Term Rental Commercial Owner,5,10,03/18/2025 11:59:00 PM,"(29.9586603641779, -90.0893899420546)",3674736.56,532596.88
300 N Cortez St Unit D,300 N Cortez St Unit D,Short Term Rental Commercial Owner,4,8,07/24/2025 11:59:00 PM,"(29.9741442885493, -90.0952038736476)",3672834.77,538207.49
2632 S Derbigny St,2632 S Derbigny St,Short Term Rental Commercial Owner,4,8,07/23/2025 11:59:00 PM,"(29.9439063924587, -90.0942347046895)",3673260.51,527215.16
501 S Dupre St,501 S Dupre St,Short Term Rental Commercial Owner,1,2,03/21/2025 11:59:00 PM,"(29.9635996046075, -90.0929661210324)",3673584.74,534380.7
334 Carondelet St Unit 310,334 Carondelet St Unit 310,Short Term Rental Commercial Owner,1,2,03/17/2025 11:59:00 PM,"(29.9508288832476, -90.0712802965459)",3680502.24,529811.77
1725 Clio St,1725 Clio St,Short Term Rental Commercial Owner,3,6,05/01/2025 11:59:00 PM,"(29.942450841887, -90.0756161205431)",3679162.66,526750.11
411 Toledano St,411 Toledano St,Short Term Rental Commercial Owner,2,4,05/23/2025 11:59:00 PM,"(29.9188252980209, -90.0854079675641)",3676155.19,518125.1
635 S Tonti St,635 S Tonti St,Short Term Rental Commercial Owner,5,10,05/07/2025 11:59:00 PM,"(29.9584777626975, -90.0884417219926)",3675037.53,532533.74
606 S Genois St,606 S Genois St,Short Term Rental Commercial Owner,2,4,05/07/2025 11:59:00 PM,"(29.9668375715243, -90.0998882460026)",3671380.32,535534.49
922 Elysian Fields Ave Unit A,922 Elysian Fields Ave Unit A,Short Term Rental Commercial Owner,1,2,04/06/2025 11:59:00 PM,"(29.9670744056047, -90.0570699836826)",3684936.4,535769.08
642 S Rocheblave St,642 S Rocheblave St,Short Term Rental Commercial Owner,5,10,03/18/2025 11:59:00 PM,"(29.9586337148714, -90.0894130127323)",3674729.36,532587.11
526 S D'orgenois St,526 S D'orgenois St,Short Term Rental Commercial Owner,4,8,04/30/2025 11:59:00 PM,"(29.9604646201574, -90.0893974184708)",3674727.07,533252.95
804 N Broad St Apt A,804 N Broad St Apt A,Short Term Rental Commercial Owner,1,2,04/27/2025 11:59:00 PM,"(29.9713600062909, -90.0820228704092)",3677018.87,537240.35
3004 Canal St Apy 202,3004 Canal St Apy 202,Short Term Rental Commercial Owner,2,4,10/10/2025 11:59:00 PM,"(29.9675555240787, -90.0908332492479)",3674244.47,535826.54
1126 Elysian Fields Ave,1126 Elysian Fields Ave,Short Term Rental Commercial Owner,2,4,04/29/2025 11:59:00 PM,"(29.9691349580152, -90.0571985461462)",3684887.35,536517.92
622 S Rocheblave St,622 S Rocheblave St,Short Term Rental Commercial Owner,5,10,05/01/2025 11:59:00 PM,"(29.9589615482209, -90.0891287050705)",3674818.09,532707.3
624 S Lopez St,624 S Lopez St,Short Term Rental Commercial Owner,3,6,08/02/2025 11:59:00 PM,"(29.9636488662207, -90.096335669898)",3672517.65,534387.08
3149 Chartres St,3149 Chartres St,Short Term Rental Commercial Owner,2,4,05/18/2025 11:59:00 PM,"(29.9624497724607, -90.044531331393)",3688925.26,534131.83
924 Elysian Fields Ave Unit D,924 Elysian Fields Ave Unit D,Short Term Rental Commercial Owner,1,2,04/29/2025 11:59:00 PM,"(29.9671244420776, -90.0572472559387)",3684880.07,535786.65
621 S Tonti St,621 S Tonti St,Short Term Rental Commercial Owner,5,10,05/06/2025 11:59:00 PM,"(29.9586679035869, -90.0882680217907)",3675091.78,532603.48
2433 Gravier St,2433 Gravier St,Short Term Rental Commercial Owner,3,6,05/07/2025 11:59:00 PM,"(29.9594135550924, -90.0885869110254)",3674987.86,532873.53
2437 Gravier St,2437 Gravier St,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9594446755502, -90.0886498751016)",3674967.8,532884.63
1400 Baronne St,1400 Baronne St,Short Term Rental Commercial Owner,5,10,05/06/2025 11:59:00 PM,"(29.9410357343329, -90.0773938228263)",3678605.31,526229.35
1805 Henriette Delille St,1805 Henriette Delille St,Short Term Rental Commercial Owner,3,6,05/07/2025 11:59:00 PM,"(29.9683508423497, -90.0613589770975)",3683573.28,536218.14
904 Napoleon Ave,904 Napoleon Ave,Short Term Rental Commercial Owner,4,8,06/05/2025 11:59:00 PM,"(29.9209183295893, -90.102253143136)",3670810.95,518828.48
738 S Lopez St,738 S Lopez St,Short Term Rental Commercial Owner,3,6,05/07/2025 11:59:00 PM,"(29.9624386318172, -90.0973344012705)",3672206.17,533943.58
1668 N Claiborne Ave,1668 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9727811075964, -90.0638397396732)",3682769.99,537820.44
,,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9714876311564, -90.0675922976297)",3681587.13,537336.94
1036 Clouet St,1036 Clouet St,Short Term Rental Commercial Owner,2,4,05/07/2025 11:59:00 PM,"(29.9671716913789, -90.0444448766387)",3688933.32,535849.2
1664 N Claiborne Ave,1664 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9727722209943, -90.0639276926132)",3682742.18,537816.9
1620 St Philip St,1620 St Philip St,Short Term Rental Commercial Owner,3,6,05/06/2025 11:59:00 PM,"(29.9660132588512, -90.0708280955683)",3680584.6,535334.95
735 S Salcedo St,735 S Salcedo St,Short Term Rental Commercial Owner,5,10,07/22/2025 11:59:00 PM,"(29.9622387303464, -90.0968801348317)",3672350.79,533872.44
"1820 Martin Luther King, Jr Blvd","1820 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3,6,07/25/2025 11:59:00 PM,"(29.9406798883606, -90.0785701315243)",3678234.19,526095.87
659 S Tonti St,659 S Tonti St,Short Term Rental Commercial Owner,5,10,05/07/2025 11:59:00 PM,"(29.9580503524041, -90.0888363849265)",3674914.25,532376.96
900 Bartholomew St Unit 206,900 Bartholomew St Unit 206,Short Term Rental Commercial Owner,2,4,05/06/2025 11:59:00 PM,"(29.9637169577318, -90.0361835790066)",3691563.2,534622.45
716 S Salcedo St,716 S Salcedo St,Short Term Rental Commercial Owner,3,6,07/22/2025 11:59:00 PM,"(29.9623483073163, -90.0963289604373)",3672524.88,533914.17
2215 Saint Bernard Ave,2215 Saint Bernard Ave,Short Term Rental Commercial Owner,3,6,05/07/2025 11:59:00 PM,"(29.9793792184334, -90.0691832176376)",3681051.78,540201.06
1666 N Claiborne Ave,1666 N Claiborne Ave,Short Term Rental Commercial Owner,4,8,05/06/2025 11:59:00 PM,"(29.9727775594953, -90.0638881425463)",3682754.68,537818.98
1670 N Claiborne Ave,1670 N Claiborne Ave,Short Term Rental Commercial Owner,4,8,05/06/2025 11:59:00 PM,"(29.9727851260964, -90.0637830869391)",3682787.91,537822.1
424 S Lopez St,424 S Lopez St,Short Term Rental Commercial Owner,4,8,05/09/2025 11:59:00 PM,"(29.965444426618, -90.0947289684549)",3673019.32,535045.51
1040 Annunciation St,1040 Annunciation St,Short Term Rental Commercial Owner,2,4,05/01/2025 11:59:00 PM,"(29.9409201145013, -90.0677590359704)",3681657.11,526220.88
"LA FEMME FRANCAISE NATASHA, LLC",2028-2030 ST. CLAUDE AVE,4703 - BED & BREAKFAST INNS,,,,,,
8512 Freret St A,8512 Freret St A,Short Term Rental Commercial Owner,1,2,05/07/2025 11:59:00 PM,"(29.948808184219, -90.1350091437284)",3660328.93,528860.3
2207 Louisiana Ave,2207 Louisiana Ave,Short Term Rental Commercial Owner,5,10,05/08/2025 11:59:00 PM,"(29.9339747946495, -90.0939760377512)",3673381.49,523604.55
655 S Tonti St,655 S Tonti St,Short Term Rental Commercial Owner,5,10,05/07/2025 11:59:00 PM,"(29.95811772602, -90.0887606660509)",3674937.96,532401.72
1404 Baronne St,1404 Baronne St,Short Term Rental Commercial Owner,5,10,05/06/2025 11:59:00 PM,"(29.9409721565483, -90.0774315032762)",3678593.63,526206.1
,,Short Term Rental Commercial Owner,5,10,07/24/2025 11:59:00 PM,"(29.9677836205809, -90.0602631959939)",3683922.51,536015.73
731 Saint Charles Ave Unit 304,731 Saint Charles Ave Unit 304,Short Term Rental Commercial Owner,2,4,02/22/2025 11:59:00 PM,"(29.9466999688285, -90.0718037462245)",3680353.01,528308.52
